ATM ID,Error Name,Confidence Value
1RDNJAI13,supervisor switch on (DIEBOLD 10xx),0.0
1RDNJAI13,receipt printer fatal (NCR),0.0
1RDNJMG01,All Cassette Faulted (DIEBOLD),0.0
1RDNJMG01,All Cassette Faulted (NCR),0.0
1RDNJMG01,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1RDNJMG01,card reader failure (DIEBOLD 10xx),0.0
1RDNJMG01,cash handler  fatal (NCR),0.0
1RDNJMG01,cash handler reject bin overfill (NCR),0.0
1RDNJMG01,Cashout (DIEBOLD),0.0
1RDNJMG01,Cashout (NCR),0.0
1RDNJMG01,close (DIEBOLD 10xx),0.0
1RDNJMG01,close (NCR),0.0
1RDNJMG01,down - communication failure (DIEBOLD 10xx),0.0
1RDNJMG01,down - communication failure (NCR),0.0
1RDNJMG01,encrypted pin pad failure (DIEBOLD 10xx),0.0
1RDNJMG01,encryptor  fatal (NCR),0.0
1RDNJMG01,journal paper out (NCR),0.0
1RDNJMG01,journal printer  fatal (NCR),0.0
1RDNJMG01,journal printer paper out (DIEBOLD 10xx),0.0
1RDNJMG01,magnetic card read/write  fatal (NCR),0.0
1RDNJMG01,supervisor mode alarm is on (NCR),0.0
1RDNJMG01,supervisor switch on (DIEBOLD 10xx),0.0
1RDNJMG01,receipt printer fatal (NCR),0.0
1RDNKAN18,All Cassette Faulted (DIEBOLD),0.0
1RDNKAN18,All Cassette Faulted (NCR),0.0
1RDNKAN18,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1RDNKAN18,card reader failure (DIEBOLD 10xx),0.0
1RDNKAN18,cash handler  fatal (NCR),0.0
1RDNKAN18,cash handler reject bin overfill (NCR),0.0
1RDNKAN18,Cashout (DIEBOLD),0.0
1RDNKAN18,Cashout (NCR),0.0
1RDNKAN18,close (DIEBOLD 10xx),0.0
1RDNKAN18,close (NCR),0.0
1RDNKAN18,down - communication failure (DIEBOLD 10xx),0.0
1RDNKAN18,down - communication failure (NCR),0.0
1RDNKAN18,encrypted pin pad failure (DIEBOLD 10xx),0.0
1RDNKAN18,encryptor  fatal (NCR),0.0
1RDNKAN18,journal paper out (NCR),0.0
1RDNKAN18,journal printer  fatal (NCR),0.0
1RDNKAN18,journal printer paper out (DIEBOLD 10xx),0.0
1RDNKAN18,magnetic card read/write  fatal (NCR),0.0
1RDNKAN18,supervisor mode alarm is on (NCR),0.0
1RDNKAN18,supervisor switch on (DIEBOLD 10xx),0.0
1RDNKAN18,receipt printer fatal (NCR),0.0
1RDNKAN19,All Cassette Faulted (DIEBOLD),0.0
1RDNKAN19,All Cassette Faulted (NCR),0.0
1RDNKAN19,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1RDNKAN19,card reader failure (DIEBOLD 10xx),0.0
1RDNKAN19,cash handler  fatal (NCR),0.0
1RDNKAN19,cash handler reject bin overfill (NCR),0.0
1RDNKAN19,Cashout (DIEBOLD),0.0
1RDNKAN19,Cashout (NCR),0.0
1RDNKAN19,close (DIEBOLD 10xx),0.0
1RDNKAN19,close (NCR),0.0
1RDNKAN19,down - communication failure (DIEBOLD 10xx),0.0
1RDNKAN19,down - communication failure (NCR),0.0
1RDNKAN19,encrypted pin pad failure (DIEBOLD 10xx),0.0
1RDNKAN19,encryptor  fatal (NCR),0.0
1RDNKAN19,journal paper out (NCR),0.0
1RDNKAN19,journal printer  fatal (NCR),0.0
1RDNKAN19,journal printer paper out (DIEBOLD 10xx),0.0
1RDNKAN19,magnetic card read/write  fatal (NCR),0.0
1RDNKAN19,supervisor mode alarm is on (NCR),0.0
1RDNKAN19,supervisor switch on (DIEBOLD 10xx),0.0
1RDNKAN19,receipt printer fatal (NCR),0.0
1RDNKOL05,All Cassette Faulted (DIEBOLD),0.0
1RDNKOL05,All Cassette Faulted (NCR),0.0
1RDNKOL05,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1RDNKOL05,card reader failure (DIEBOLD 10xx),0.0
1RDNKOL05,cash handler  fatal (NCR),0.0
1RDNKOL05,cash handler reject bin overfill (NCR),0.0
1RDNKOL05,Cashout (DIEBOLD),0.0
1RDNKOL05,Cashout (NCR),0.6666666666666666
1RDNKOL05,close (DIEBOLD 10xx),0.0
1RDNKOL05,close (NCR),0.65
1RDNKOL05,down - communication failure (DIEBOLD 10xx),0.0
1RDNKOL05,down - communication failure (NCR),0.6
1RDNKOL05,encrypted pin pad failure (DIEBOLD 10xx),0.0
1RDNKOL05,encryptor  fatal (NCR),0.0
1RDNKOL05,journal paper out (NCR),0.0
1RDNKOL05,journal printer  fatal (NCR),0.0
1RDNKOL05,journal printer paper out (DIEBOLD 10xx),0.0
1RDNKOL05,magnetic card read/write  fatal (NCR),0.6666666666666666
1RDNKOL05,supervisor mode alarm is on (NCR),0.6470588235294118
1RDNKOL05,supervisor switch on (DIEBOLD 10xx),0.0
1RDNKOL05,receipt printer fatal (NCR),0.0
1RDNKOL16,All Cassette Faulted (DIEBOLD),0.0
1RDNKOL16,All Cassette Faulted (NCR),0.3333333333333333
1RDNKOL16,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1RDNKOL16,card reader failure (DIEBOLD 10xx),0.0
1RDNKOL16,cash handler  fatal (NCR),0.0
1RDNKOL16,cash handler reject bin overfill (NCR),0.0
1RDNKOL16,Cashout (DIEBOLD),0.0
1RDNKOL16,Cashout (NCR),0.3333333333333333
1RDNKOL16,close (DIEBOLD 10xx),0.0
1RDNKOL16,close (NCR),0.35714285714285715
1RDNKOL16,down - communication failure (DIEBOLD 10xx),0.0
1RDNKOL16,down - communication failure (NCR),0.34210526315789475
1RDNKOL16,encrypted pin pad failure (DIEBOLD 10xx),0.0
1RDNKOL16,encryptor  fatal (NCR),0.0
1RDNKOL16,journal paper out (NCR),0.0
1RDNKOL16,journal printer  fatal (NCR),0.0
1RDNKOL16,journal printer paper out (DIEBOLD 10xx),0.0
1RDNKOL16,magnetic card read/write  fatal (NCR),0.3333333333333333
1RDNKOL16,supervisor mode alarm is on (NCR),0.375
1RDNKOL16,supervisor switch on (DIEBOLD 10xx),0.0
1RDNKOL16,receipt printer fatal (NCR),0.0
1RDNRBL04,All Cassette Faulted (DIEBOLD),0.0
1RDNRBL04,All Cassette Faulted (NCR),0.0
1RDNRBL04,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1RDNRBL04,card reader failure (DIEBOLD 10xx),0.0
1RDNRBL04,cash handler  fatal (NCR),1.0
1RDNRBL04,cash handler reject bin overfill (NCR),0.0
1RDNRBL04,Cashout (DIEBOLD),0.0
1RDNRBL04,Cashout (NCR),0.0
1RDNRBL04,close (DIEBOLD 10xx),0.0
1RDNRBL04,close (NCR),1.0
1RDNRBL04,down - communication failure (DIEBOLD 10xx),0.0
1RDNRBL04,down - communication failure (NCR),1.0
1RDNRBL04,encrypted pin pad failure (DIEBOLD 10xx),0.0
1RDNRBL04,encryptor  fatal (NCR),0.0
1RDNRBL04,journal paper out (NCR),0.0
1RDNRBL04,journal printer  fatal (NCR),0.0
1RDNRBL04,journal printer paper out (DIEBOLD 10xx),0.0
1RDNRBL04,magnetic card read/write  fatal (NCR),1.0
1RDNRBL04,supervisor mode alarm is on (NCR),1.0
1RDNRBL04,supervisor switch on (DIEBOLD 10xx),0.0
1RDNRBL04,receipt printer fatal (NCR),0.0
1RDNVAR18,All Cassette Faulted (DIEBOLD),0.0
1RDNVAR18,All Cassette Faulted (NCR),0.0
1RDNVAR18,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1RDNVAR18,card reader failure (DIEBOLD 10xx),0.0
1RDNVAR18,cash handler  fatal (NCR),0.0
1RDNVAR18,cash handler reject bin overfill (NCR),0.0
1RDNVAR18,Cashout (DIEBOLD),0.0
1RDNVAR18,Cashout (NCR),0.0
1RDNVAR18,close (DIEBOLD 10xx),0.0
1RDNVAR18,close (NCR),0.0
1RDNVAR18,down - communication failure (DIEBOLD 10xx),0.0
1RDNVAR18,down - communication failure (NCR),0.0
1RDNVAR18,encrypted pin pad failure (DIEBOLD 10xx),0.0
1RDNVAR18,encryptor  fatal (NCR),0.0
1RDNVAR18,journal paper out (NCR),0.0
1RDNVAR18,journal printer  fatal (NCR),0.0
1RDNVAR18,journal printer paper out (DIEBOLD 10xx),0.0
1RDNVAR18,magnetic card read/write  fatal (NCR),0.0
1RDNVAR18,supervisor mode alarm is on (NCR),0.0
1RDNVAR18,supervisor switch on (DIEBOLD 10xx),0.0
1RDNVAR18,receipt printer fatal (NCR),0.0
1FNABN43,All Cassette Faulted (DIEBOLD),0.0
1FNABN43,All Cassette Faulted (NCR),0.0
1FNABN43,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1FNABN43,card reader failure (DIEBOLD 10xx),0.0
1FNABN43,cash handler  fatal (NCR),0.6666666666666666
1FNABN43,cash handler reject bin overfill (NCR),0.0
1FNABN43,Cashout (DIEBOLD),0.0
1FNABN43,Cashout (NCR),0.0
1FNABN43,close (DIEBOLD 10xx),0.0
1FNABN43,close (NCR),0.6842105263157895
1FNABN43,down - communication failure (DIEBOLD 10xx),0.0
1FNABN43,down - communication failure (NCR),0.6744186046511628
1FNABN43,encrypted pin pad failure (DIEBOLD 10xx),0.0
1FNABN43,encryptor  fatal (NCR),0.0
1FNABN43,journal paper out (NCR),0.0
1FNABN43,journal printer  fatal (NCR),0.0
1FNABN43,journal printer paper out (DIEBOLD 10xx),0.0
1FNABN43,magnetic card read/write  fatal (NCR),0.6923076923076923
1FNABN43,supervisor mode alarm is on (NCR),0.6666666666666666
1FNABN43,supervisor switch on (DIEBOLD 10xx),0.0
1FNABN43,receipt printer fatal (NCR),0.0
1FNAHM103,All Cassette Faulted (DIEBOLD),0.0
1FNAHM103,All Cassette Faulted (NCR),0.0
1FNAHM103,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1FNAHM103,card reader failure (DIEBOLD 10xx),0.0
1FNAHM103,cash handler  fatal (NCR),0.0
1FNAHM103,cash handler reject bin overfill (NCR),0.0
1FNAHM103,Cashout (DIEBOLD),0.0
1FNAHM103,Cashout (NCR),0.0
1FNAHM103,close (DIEBOLD 10xx),0.0
1FNAHM103,close (NCR),0.0
1FNAHM103,down - communication failure (DIEBOLD 10xx),0.0
1FNAHM103,down - communication failure (NCR),0.0
1FNAHM103,encrypted pin pad failure (DIEBOLD 10xx),0.0
1FNAHM103,encryptor  fatal (NCR),0.0
1FNAHM103,journal paper out (NCR),0.0
1FNAHM103,journal printer  fatal (NCR),0.0
1FNAHM103,journal printer paper out (DIEBOLD 10xx),0.0
1FNAHM103,magnetic card read/write  fatal (NCR),0.0
1FNAHM103,supervisor mode alarm is on (NCR),0.0
1FNAHM103,supervisor switch on (DIEBOLD 10xx),0.0
1FNAHM103,receipt printer fatal (NCR),0.0
1FNAHM118,All Cassette Faulted (DIEBOLD),0.0
1FNAHM118,All Cassette Faulted (NCR),0.0
1FNAHM118,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1FNAHM118,card reader failure (DIEBOLD 10xx),0.0
1FNAHM118,cash handler  fatal (NCR),0.0
1FNAHM118,cash handler reject bin overfill (NCR),0.0
1FNAHM118,Cashout (DIEBOLD),0.0
1FNAHM118,Cashout (NCR),0.0
1FNAHM118,close (DIEBOLD 10xx),0.0
1FNAHM118,close (NCR),0.0
1FNAHM118,down - communication failure (DIEBOLD 10xx),0.0
1FNAHM118,down - communication failure (NCR),0.0
1FNAHM118,encrypted pin pad failure (DIEBOLD 10xx),0.0
1FNAHM118,encryptor  fatal (NCR),0.0
1FNAHM118,journal paper out (NCR),0.0
1FNAHM118,journal printer  fatal (NCR),0.0
1FNAHM118,journal printer paper out (DIEBOLD 10xx),0.0
1FNAHM118,magnetic card read/write  fatal (NCR),0.0
1FNAHM118,supervisor mode alarm is on (NCR),0.0
1FNAHM118,supervisor switch on (DIEBOLD 10xx),0.0
1FNAHM118,receipt printer fatal (NCR),0.0
1FNAHM88,All Cassette Faulted (DIEBOLD),0.0
1FNAHM88,All Cassette Faulted (NCR),0.0
1FNAHM88,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1FNAHM88,card reader failure (DIEBOLD 10xx),0.0
1FNAHM88,cash handler  fatal (NCR),0.0
1FNAHM88,cash handler reject bin overfill (NCR),0.0
1FNAHM88,Cashout (DIEBOLD),0.0
1FNAHM88,Cashout (NCR),0.0
1FNAHM88,close (DIEBOLD 10xx),0.0
1FNAHM88,close (NCR),0.0
1FNAHM88,down - communication failure (DIEBOLD 10xx),0.0
1FNAHM88,down - communication failure (NCR),0.0
1FNAHM88,encrypted pin pad failure (DIEBOLD 10xx),0.0
1FNAHM88,encryptor  fatal (NCR),0.0
1FNAHM88,journal paper out (NCR),0.0
1FNAHM88,journal printer  fatal (NCR),0.0
1FNAHM88,journal printer paper out (DIEBOLD 10xx),0.0
1FNAHM88,magnetic card read/write  fatal (NCR),0.0
1FNAHM88,supervisor mode alarm is on (NCR),0.0
1FNAHM88,supervisor switch on (DIEBOLD 10xx),0.0
1FNAHM88,receipt printer fatal (NCR),0.0
1FNAJM17,All Cassette Faulted (DIEBOLD),0.0
1FNAJM17,All Cassette Faulted (NCR),0.0
1FNAJM17,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1FNAJM17,card reader failure (DIEBOLD 10xx),0.0
1FNAJM17,cash handler  fatal (NCR),0.0
1FNAJM17,cash handler reject bin overfill (NCR),0.0
1FNAJM17,Cashout (DIEBOLD),0.0
1FNAJM17,Cashout (NCR),0.0
1FNAJM17,close (DIEBOLD 10xx),0.0
1FNAJM17,close (NCR),0.0
1FNAJM17,down - communication failure (DIEBOLD 10xx),0.0
1FNAJM17,down - communication failure (NCR),0.0
1FNAJM17,encrypted pin pad failure (DIEBOLD 10xx),0.0
1FNAJM17,encryptor  fatal (NCR),0.0
1FNAJM17,journal paper out (NCR),0.0
1FNAJM17,journal printer  fatal (NCR),0.0
1FNAJM17,journal printer paper out (DIEBOLD 10xx),0.0
1FNAJM17,magnetic card read/write  fatal (NCR),0.0
1FNAJM17,supervisor mode alarm is on (NCR),0.0
1FNAJM17,supervisor switch on (DIEBOLD 10xx),0.0
1FNAJM17,receipt printer fatal (NCR),0.0
1FNALD105,All Cassette Faulted (DIEBOLD),0.0
1FNALD105,All Cassette Faulted (NCR),0.0
1FNALD105,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1FNALD105,card reader failure (DIEBOLD 10xx),0.0
1FNALD105,cash handler  fatal (NCR),0.0
1FNALD105,cash handler reject bin overfill (NCR),0.0
1FNALD105,Cashout (DIEBOLD),0.0
1FNALD105,Cashout (NCR),0.0
1FNALD105,close (DIEBOLD 10xx),0.0
1FNALD105,close (NCR),0.0
1FNALD105,down - communication failure (DIEBOLD 10xx),0.0
1FNALD105,down - communication failure (NCR),0.0
1FNALD105,encrypted pin pad failure (DIEBOLD 10xx),0.0
1FNALD105,encryptor  fatal (NCR),0.0
1FNALD105,journal paper out (NCR),0.0
1FNALD105,journal printer  fatal (NCR),0.0
1FNALD105,journal printer paper out (DIEBOLD 10xx),0.0
1FNALD105,magnetic card read/write  fatal (NCR),0.0
1FNALD105,supervisor mode alarm is on (NCR),0.0
1FNALD105,supervisor switch on (DIEBOLD 10xx),0.0
1FNALD105,receipt printer fatal (NCR),0.0
1FNALD113,All Cassette Faulted (DIEBOLD),0.0
1FNALD113,All Cassette Faulted (NCR),0.0
1FNALD113,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1FNALD113,card reader failure (DIEBOLD 10xx),0.0
1FNALD113,cash handler  fatal (NCR),0.0
1FNALD113,cash handler reject bin overfill (NCR),0.0
1FNALD113,Cashout (DIEBOLD),0.0
1FNALD113,Cashout (NCR),0.0
1FNALD113,close (DIEBOLD 10xx),0.0
1FNALD113,close (NCR),0.0
1FNALD113,down - communication failure (DIEBOLD 10xx),0.0
1FNALD113,down - communication failure (NCR),0.0
1FNALD113,encrypted pin pad failure (DIEBOLD 10xx),0.0
1FNALD113,encryptor  fatal (NCR),0.0
1FNALD113,journal paper out (NCR),0.0
1FNALD113,journal printer  fatal (NCR),0.0
1FNALD113,journal printer paper out (DIEBOLD 10xx),0.0
1FNALD113,magnetic card read/write  fatal (NCR),0.0
1FNALD113,supervisor mode alarm is on (NCR),0.0
1FNALD113,supervisor switch on (DIEBOLD 10xx),0.0
1FNALD113,receipt printer fatal (NCR),0.0
1FNALD127,All Cassette Faulted (DIEBOLD),0.0
1FNALD127,All Cassette Faulted (NCR),0.0
1FNALD127,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1FNALD127,card reader failure (DIEBOLD 10xx),0.0
1FNALD127,cash handler  fatal (NCR),0.0
1FNALD127,cash handler reject bin overfill (NCR),0.0
1FNALD127,Cashout (DIEBOLD),0.0
1FNALD127,Cashout (NCR),0.0
1FNALD127,close (DIEBOLD 10xx),0.0
1FNALD127,close (NCR),0.0
1FNALD127,down - communication failure (DIEBOLD 10xx),0.0
1FNALD127,down - communication failure (NCR),0.0
1FNALD127,encrypted pin pad failure (DIEBOLD 10xx),0.0
1FNALD127,encryptor  fatal (NCR),0.0
1FNALD127,journal paper out (NCR),0.0
1FNALD127,journal printer  fatal (NCR),0.0
1FNALD127,journal printer paper out (DIEBOLD 10xx),0.0
1FNALD127,magnetic card read/write  fatal (NCR),0.0
1FNALD127,supervisor mode alarm is on (NCR),0.0
1FNALD127,supervisor switch on (DIEBOLD 10xx),0.0
1FNALD127,receipt printer fatal (NCR),0.0
1FNALD28,All Cassette Faulted (DIEBOLD),0.0
1FNALD28,All Cassette Faulted (NCR),0.0
1FNALD28,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1FNALD28,card reader failure (DIEBOLD 10xx),0.0
1FNALD28,cash handler  fatal (NCR),0.0
1FNALD28,cash handler reject bin overfill (NCR),0.0
1FNALD28,Cashout (DIEBOLD),0.0
1FNALD28,Cashout (NCR),0.0
1FNALD28,close (DIEBOLD 10xx),0.0
1FNALD28,close (NCR),0.6666666666666666
1FNALD28,down - communication failure (DIEBOLD 10xx),0.0
1FNALD28,down - communication failure (NCR),0.7441860465116279
1FNALD28,encrypted pin pad failure (DIEBOLD 10xx),0.0
1FNALD28,encryptor  fatal (NCR),0.0
1FNALD28,journal paper out (NCR),0.0
1FNALD28,journal printer  fatal (NCR),0.0
1FNALD28,journal printer paper out (DIEBOLD 10xx),0.0
1FNALD28,magnetic card read/write  fatal (NCR),0.0
1FNALD28,supervisor mode alarm is on (NCR),0.6666666666666666
1FNALD28,supervisor switch on (DIEBOLD 10xx),0.0
1FNALD28,receipt printer fatal (NCR),0.0
1FNALD31,All Cassette Faulted (DIEBOLD),0.0
1FNALD31,All Cassette Faulted (NCR),0.0
1FNALD31,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1FNALD31,card reader failure (DIEBOLD 10xx),0.0
1FNALD31,cash handler  fatal (NCR),0.0
1FNALD31,cash handler reject bin overfill (NCR),0.0
1FNALD31,Cashout (DIEBOLD),0.0
1FNALD31,Cashout (NCR),0.0
1FNALD31,close (DIEBOLD 10xx),0.0
1FNALD31,close (NCR),0.0
1FNALD31,down - communication failure (DIEBOLD 10xx),0.0
1FNALD31,down - communication failure (NCR),0.0
1FNALD31,encrypted pin pad failure (DIEBOLD 10xx),0.0
1FNALD31,encryptor  fatal (NCR),0.0
1FNALD31,journal paper out (NCR),0.0
1FNALD31,journal printer  fatal (NCR),0.0
1FNALD31,journal printer paper out (DIEBOLD 10xx),0.0
1FNALD31,magnetic card read/write  fatal (NCR),0.0
1FNALD31,supervisor mode alarm is on (NCR),0.0
1FNALD31,supervisor switch on (DIEBOLD 10xx),0.0
1FNALD31,receipt printer fatal (NCR),0.0
1FNALD32,All Cassette Faulted (DIEBOLD),0.0
1FNALD32,All Cassette Faulted (NCR),0.0
1FNALD32,both supply and supervisor switches on (DIEBOLD 10xx),0.0
1FNALD32,card reader failure (DIEBOLD 10xx),0.0
1FNALD32,cash handler  fatal (NCR),0.0
1FNALD32,cash handler reject bin overfill (NCR),0.0
1FNALD32,Cashout (DIEBOLD),0.0
1FNALD32,Cashout (NCR),0.0
1FNALD32,close (DIEBOLD 10xx),0.0
1FNALD32,close (NCR),0.0
1FNALD32,down - communication failure (DIEBOLD 10xx),0.0
1FNALD32,down - communication failure (NCR),0.0
1FNALD32,encrypted pin pad failure (DIEBOLD 10xx),0.0
1FNALD32,encryptor  fatal (NCR),0.0
1FNALD32,journal paper out (NCR),0.0
1FNALD32,journal printer  fatal (NCR),0.0
1FNALD32,journal printer paper out (DIEBOLD 10xx),0.0
1FNALD32,magnetic card read/write  fatal (NCR),0.0
1FNALD32,supervisor mode alarm is on (NCR),0.0
1FNALD32,supervisor switch on (DIEBOLD 10xx),0.0
1FNALD32,receipt printer fatal (NCR),0.0
1FNALD50,All Cassette Faulted (DIEBOLD),0.0
